148,195173
152,550988
194,8488
194,8545
194,8668
194,8676
194,277608
219,8557
219,8585
219,8588
219,8675
219,466153
290,250193
407,993708
407,1137179
425,11619
425,11625
425,11631
425,45916
425,506398
430,1433667
453,1208348
454,1480025
479,1137179
507,1137179
509,486554
585,8584
585,8587
585,8592
585,8676
585,466119
648,1363899
687,1208348
692,9258
696,1200801
743,1107216
744,1208348
761,9258
776,2062
776,1159206
778,437222
778,1107216
785,993708
787,550988
788,2062
789,895973
793,1137179
795,481533
795,1114967
799,394689
808,2062
808,394689
808,414223
808,1274214
809,11609
809,11616
809,214756
809,313995
809,314062
809,681260
809,1274214
809,1433667
810,214756
810,787699
810,993708
810,1029575
810,1072790
810,1274214
812,787699
812,1072790
813,437222
816,787699
824,1159206
838,895973
841,1137179
845,1107216
854,1318691
856,1471345
858,394689
871,1363123
926,1208348
927,1107216
953,459723
954,1304434
1660,250193
1675,250193
1969,8456
1969,8487
1969,8736
1969,8743
1969,466114
2062,1093765
2098,109439
2757,8512
2757,8619
2757,8649
2757,8680
2757,466081
4247,459802
4247,844279
4247,1046219
8074,682818
8141,375548
8443,19913
8443,1287571
8446,238215
8446,243684
8446,288036
8446,296100
8446,508442
8446,568124
8446,803796
8446,1022453
8446,1064213
8447,792307
8452,82702
8452,177572
8452,792307
8452,1022787
8452,1159831
8456,19913
8456,82702
8456,177572
8456,243684
8456,436969
8456,675353
8456,1290182
8457,19913
8457,82702
8457,177572
8457,243684
8457,269149
8457,315162
8457,383498
8457,384018
8457,436969
8457,508442
8457,957119
8457,1022787
8457,1022789
8457,1035259
8457,1290182
8460,82702
8460,383498
8460,479455
8460,675353
8460,1035259
8461,1159831
8462,508442
8463,238215
8463,251706
8463,288036
8463,296100
8463,490132
8463,1064213
8465,19913
8465,574452
8467,10193
8467,490132
8468,490132
8469,10193
8469,120467
8469,288036
8469,490132
8469,1429520
8470,12153
8471,77338
8487,12153
8487,436969
8487,1290182
8488,82702
8488,976573
8488,1022453
8489,574452
8491,18785
8491,436969
8491,749170
8491,1205515
8512,546554
8512,577224
8512,1175942
8512,1311379
8536,10192
8536,14160
8536,177572
8536,296100
8536,315162
8536,383498
8536,384018
8536,436969
8536,479455
8536,493529
8536,615677
8536,675353
8536,749170
8536,792307
8536,1022789
8536,1035259
8536,1175942
8545,843527
8545,1262815
8555,1022453
8556,288036
8556,1159831
8584,10193
8584,14160
8584,77338
8584,139038
8584,383498
8584,384018
8584,493529
8584,675353
8584,749170
8584,803796
8584,976573
8584,1022787
8584,1022789
8584,1035259
8585,269149
8585,1205515
8587,10192
8587,10193
8587,14160
8587,269149
8587,315162
8587,568124
8587,574452
8587,615677
8587,803796
8587,940551
8587,1022787
8587,1137350
8587,1175942
8588,77338
8588,1205515
8588,1242419
8592,10192
8592,10193
8592,14160
8592,269149
8592,383498
8592,479455
8592,546554
8592,940551
8592,1022787
8592,1175942
8618,243684
8618,1262815
8619,696506
8619,799583
8619,843527
8619,1262815
8643,77338
8643,159092
8643,1242419
8649,238215
8649,843527
8649,1064213
8656,749170
8656,1159831
8665,77338
8665,120467
8665,799583
8665,1242419
8669,457753
8669,957119
8675,139038
8675,288036
8675,457753
8675,615677
8675,1159831
8675,1205515
8675,1284120
8676,315162
8676,384018
8676,493529
8676,615677
8676,792307
8676,976573
8676,1022789
8680,792307
8680,843527
8680,957119
8680,1039086
8680,1429520
8681,479455
8688,12153
8688,749170
8688,1035259
8689,139038
8691,296100
8696,799583
8696,1242419
8696,1262815
8698,479455
8698,1161617
8699,14160
8699,139038
8699,315162
8699,384018
8699,493529
8699,574452
8699,803796
8699,976573
8699,1022789
8699,1064213
8701,457753
8736,296100
8738,799583
8741,120467
8741,574452
8741,799583
8744,1287571
8748,269149
8749,251706
8764,139038
8766,159092
8833,897160
8871,505873
8871,505953
8871,506402
8871,1284921
8871,1285384
8872,15355
8892,375548
8937,1208348
8985,682818
9005,437222
9011,1114967
9029,109439
9033,1114967
9051,487852
9071,250193
9258,270352
9258,270698
9258,270700
9275,1217602
9278,507244
9293,1217602
9296,484095
9308,1480025
9317,487852
9322,897160
9346,1480025
9353,897160
9374,1363899
9377,1480025
9385,21778
9394,21778
9430,109439
9466,484095
9531,109418
9546,577224
9546,1137350
9549,940551
9552,159092
9567,487852
9576,109418
9616,159092
9631,1287571
9635,546554
9635,1287571
9637,120467
9637,546554
9637,976573
9637,1069905
9641,546554
9641,568124
9641,696506
9641,957119
9641,1125257
9641,1181765
9641,1311379
9641,1429520
9642,10192
9642,568124
9643,696506
9643,1125257
9643,1181765
9643,1311379
9643,1429520
9644,577224
9645,1022453
9647,238215
9651,568124
9652,120467
9652,1069905
9654,577224
9655,271417
9655,506343
9655,648532
9655,680777
9655,894212
9659,10192
9659,507244
9659,940551
9660,58332
9664,1242419
9664,1262815
9671,18785
9671,487852
9671,1022453
9675,18785
9675,696506
9675,1039086
9675,1125257
9675,1181765
9675,1311379
9675,1429520
9676,577224
9678,159092
9683,1069905
9688,109418
9696,1137350
9696,1284120
9706,1125257
9706,1181765
9708,1311379
9710,109418
9710,1181765
9711,696506
9713,1161617
9713,1284120
9714,109418
9722,484095
9737,1069905
9738,1284120
9740,1069905
9788,11619
9788,11635
9788,1250226
9788,1284734
9788,1444102
9879,1161617
9892,131676
9894,862576
9899,251706
9958,862576
9960,1217602
9968,862576
9974,1039086
9978,1217602
10029,109439
10037,897160
10051,484095
10061,507244
10086,862576
10149,1039086
10209,487852
10468,375548
10611,1471345
10937,437222
11090,11470
11090,11520
11090,11525
11090,11570
11090,11633
11090,1205229
11104,1175174
11104,1282440
11115,778814
11135,11688
11153,1015539
11155,1015539
11167,972119
11176,1205229
11342,650524
11353,1175174
11353,1282440
11416,1205229
11417,746681
11425,1497970
11429,746681
11431,1175174
11431,1282440
11443,512195
11444,972119
11446,1212855
11454,512195
11459,746333
11465,324174
11467,1259102
11469,650524
11469,1497970
11475,1526479
11483,1248226
11494,273477
11494,746681
11494,1198994
11494,1234731
11497,11688
11497,337404
11497,778814
11503,1234731
11504,756397
11505,996658
11512,877817
11518,313369
11519,313369
11520,293660
11520,746036
11520,1205229
11522,1259102
11526,313369
11529,337404
11530,337404
11532,1234731
11536,50546
11544,11688
11544,22794
11565,512195
11576,778814
11576,1175174
11576,1282440
11584,1526479
11592,1046758
11592,1212855
11596,1234731
11610,972119
11611,1526479
11613,273477
11618,639988
11619,11688
11619,136799
11619,337404
11619,519182
11619,1011985
11621,15355
11625,22794
11625,136799
11625,284053
11625,287947
11625,293660
11625,519182
11631,50546
11631,284053
11631,293660
11631,313369
11631,519182
11631,533535
11631,567609
11631,746036
11631,877817
11631,884605
11631,1259102
11631,1526479
11635,996658
11636,1011985
11637,527435
11639,11688
11639,337404
11639,519182
11802,1205229
11814,1175174
11814,1282440
11817,746333
11852,1363123
11881,1015539
11894,1248226
11898,15355
11899,329757
11980,1114967
12153,1245488
12153,1246735
12582,375548
12704,15355
12795,21778
12797,1497970
12914,650524
13007,1497970
13105,1248226
13159,375548
13532,329757
14306,1363123
15303,131676
15355,1285384
15470,271453
15470,505964
15470,506398
15470,506407
15470,846970
16367,329757
16428,324174
16771,324174
18377,329757
18785,652147
18785,652156
18892,131676
19913,466145
21778,281135
21778,472254
22794,314034
22794,470926
22794,655424
28213,324174
34857,329757
45697,527435
45862,639988
45862,1198994
45878,273477
45878,567609
45878,746036
45878,746681
45887,552524
45914,639988
45925,1011985
45937,996658
50546,846961
50546,1285366
50546,1285424
58332,466714
58332,466715
58332,468033
58332,468220
62177,271432
62177,505964
62177,505978
62177,506398
62177,506407
76492,648579
76492,681220
76492,681260
76492,846974
76492,1240395
81522,1363123
106646,505873
106646,505916
106646,681299
106646,894121
106646,1097175
109002,276928
109002,277568
109002,278533
109002,468254
109002,653457
109439,1241843
111493,844279
111493,1046219
131676,474331
131676,1056746
136799,505953
136799,681260
136799,1436972
150540,271432
150540,648572
150540,680744
150540,894175
150540,1284965
177572,466114
238215,466081
243684,466145
250193,274394
251706,468029
251706,1247323
270290,469932
270352,437222
270482,1304434
270549,1290504
270627,1029575
270650,993708
270779,486554
271417,1397364
271419,1397364
271427,1397364
271432,342216
271432,554442
272304,469932
273477,846974
273477,1097251
276964,702976
277086,486554
277136,1599078
277650,493529
277650,615677
277650,1137350
277653,957119
277653,1125257
278927,1248226
278943,1248226
280792,974663
284053,505945
284053,894205
284053,1284669
287947,506402
287947,894205
287947,1284669
287947,1284921
293205,1093765
293660,894205
293660,1284669
313369,655346
313462,533535
313466,1011985
314034,552524
314034,974663
314087,650524
314095,527435
314095,756397
314095,1234731
324174,1454072
342152,1397364
342216,505945
342216,506398
342216,648532
342216,681237
394689,458897
414223,1047850
457753,466121
457753,466167
458897,991494
458897,1304434
458969,1200801
459109,469932
459716,1599078
459727,486554
459802,1318691
459802,1433667
459914,486554
459914,1480025
464401,1397364
466081,508442
466081,843527
466081,1064213
466081,1175942
466081,1290182
466088,1284120
466108,702976
466113,490132
466114,675353
466119,508442
466145,1290182
466272,505953
466272,648573
466272,648579
466272,894160
466272,1436988
466415,1217602
466701,469932
466770,507244
466917,484095
467632,1287571
469932,524042
470861,746036
470926,746333
470926,756397
470926,1198994
470968,972119
471105,877817
471105,1046758
471105,1212855
472338,746681
472478,650524
472478,1497970
475303,1471345
481533,844988
505873,629542
505873,639988
505873,814776
505879,877817
505879,1046758
505879,1212855
505945,533535
505945,554442
505953,552524
505953,756397
506343,814776
506343,930094
506353,1198994
506398,554442
506398,814776
506402,527435
507244,853140
512195,648547
512195,1437057
519182,1284669
520023,1471345
527435,1284921
533535,894205
533535,1284669
552524,648532
552524,680734
554442,648532
554442,681237
567609,846961
567609,857380
567609,1436988
575544,682818
629542,648579
629542,681260
629542,1097175
629542,1437057
639988,1097175
647808,1304434
647931,1200801
648529,884605
648532,814776
648532,930094
652147,940551
652620,1599078
653461,1161617
653528,862576
653528,1161617
653643,1039086
654803,1015539
655505,974663
655532,1046758
667682,1093765
679888,1471345
680734,1015539
680777,814776
681220,996658
681260,756397
681260,950387
681260,1011985
682818,737247
682818,874151
702976,852480
702976,853179
702976,1246035
746036,1059064
746333,894205
746333,1284669
778814,1284734
778814,1284906
803796,1245488
844907,1433667
845770,1200801
845781,1046232
846961,1259102
846974,950387
846993,950387
853291,1093765
854482,1137350
877817,894125
884605,1059319
884605,1240305
884605,1285424
894125,1046758
894125,1212855
894160,972119
894205,974663
894212,930094
895973,1046230
897160,1247156
918096,1363123
930094,1048851
930094,1437035
950387,1097251
950387,1284669
974663,1284906
996658,1059319
1046230,1241982
1047680,1107216
1047873,1433667
1077005,1093765
1128614,1237810
1128614,1237827
1198994,1250264
1200801,1239577
1205515,1245488
1239159,1599078
1239327,1318691
1239354,1290504
1243461,1599078
1245992,1363899
1250407,1526479
1259102,1443927
